comparison_id,timestamp,baseline_hostname,candidate_hostname,category,section,change_type,line_number,old_value,new_value,risk_label,risk_weight,confidence_score,description,recommendation
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Routing,network 10.111.20.0 mask 255.255.255.0,Modified,945,  network 10.111.20.0 mask 255.255.255.0,network 10.111.20.0 mask 255.255.255.0,High,90,95,Modified Routing configuration in 'network 10.111.20.0 mask 255.255.255.0',Validate routing adjacencies and routing table after deployment.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Routing,network 10.112.20.0 mask 255.255.255.0,Modified,946,  network 10.112.20.0 mask 255.255.255.0,network 10.112.20.0 mask 255.255.255.0,High,90,95,Modified Routing configuration in 'network 10.112.20.0 mask 255.255.255.0',Validate routing adjacencies and routing table after deployment.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Routing,network 10.113.20.0 mask 255.255.255.0,Modified,947,  network 10.113.20.0 mask 255.255.255.0,network 10.113.20.0 mask 255.255.255.0,High,90,95,Modified Routing configuration in 'network 10.113.20.0 mask 255.255.255.0',Validate routing adjacencies and routing table after deployment.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Routing,network 10.120.20.0 mask 255.255.255.0,Modified,948,  network 10.120.20.0 mask 255.255.255.0,network 10.120.20.0 mask 255.255.255.0,High,90,95,Modified Routing configuration in 'network 10.120.20.0 mask 255.255.255.0',Validate routing adjacencies and routing table after deployment.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Routing,network 10.121.20.0 mask 255.255.255.0,Modified,949,  network 10.121.20.0 mask 255.255.255.0,network 10.121.20.0 mask 255.255.255.0,High,90,95,Modified Routing configuration in 'network 10.121.20.0 mask 255.255.255.0',Validate routing adjacencies and routing table after deployment.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Routing,network 10.122.20.0 mask 255.255.255.0,Modified,950,  network 10.122.20.0 mask 255.255.255.0,network 10.122.20.0 mask 255.255.255.0,High,90,95,Modified Routing configuration in 'network 10.122.20.0 mask 255.255.255.0',Validate routing adjacencies and routing table after deployment.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Routing,network 10.123.20.0 mask 255.255.255.0,Modified,951,  network 10.123.20.0 mask 255.255.255.0,network 10.123.20.0 mask 255.255.255.0,High,90,95,Modified Routing configuration in 'network 10.123.20.0 mask 255.255.255.0',Validate routing adjacencies and routing table after deployment.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Unknown,exit-address-family,Modified,952,  exit-address-family,exit-address-family,Unknown,0,50,Modified Unknown configuration in 'exit-address-family',Manual review recommended.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Unknown,address-family ipv4 vrf VRF_IOT,Modified,953, address-family ipv4 vrf VRF_IOT,address-family ipv4 vrf VRF_IOT,Unknown,0,50,Modified Unknown configuration in 'address-family ipv4 vrf VRF_IOT',Manual review recommended.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Routing,network 10.110.30.0 mask 255.255.255.0,Modified,954,  network 10.110.30.0 mask 255.255.255.0,network 10.110.30.0 mask 255.255.255.0,High,90,95,Modified Routing configuration in 'network 10.110.30.0 mask 255.255.255.0',Validate routing adjacencies and routing table after deployment.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Routing,network 10.110.50.0 mask 255.255.255.0,Modified,955,  network 10.110.50.0 mask 255.255.255.0,network 10.110.50.0 mask 255.255.255.0,High,90,95,Modified Routing configuration in 'network 10.110.50.0 mask 255.255.255.0',Validate routing adjacencies and routing table after deployment.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Routing,network 10.111.30.0 mask 255.255.255.0,Modified,956,  network 10.111.30.0 mask 255.255.255.0,network 10.111.30.0 mask 255.255.255.0,High,90,95,Modified Routing configuration in 'network 10.111.30.0 mask 255.255.255.0',Validate routing adjacencies and routing table after deployment.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Routing,network 10.111.50.0 mask 255.255.255.0,Modified,957,  network 10.111.50.0 mask 255.255.255.0,network 10.111.50.0 mask 255.255.255.0,High,90,95,Modified Routing configuration in 'network 10.111.50.0 mask 255.255.255.0',Validate routing adjacencies and routing table after deployment.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Routing,network 10.112.30.0 mask 255.255.255.0,Modified,958,  network 10.112.30.0 mask 255.255.255.0,network 10.112.30.0 mask 255.255.255.0,High,90,95,Modified Routing configuration in 'network 10.112.30.0 mask 255.255.255.0',Validate routing adjacencies and routing table after deployment.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Routing,network 10.112.50.0 mask 255.255.255.0,Modified,959,  network 10.112.50.0 mask 255.255.255.0,network 10.112.50.0 mask 255.255.255.0,High,90,95,Modified Routing configuration in 'network 10.112.50.0 mask 255.255.255.0',Validate routing adjacencies and routing table after deployment.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Routing,network 10.113.30.0 mask 255.255.255.0,Modified,960,  network 10.113.30.0 mask 255.255.255.0,network 10.113.30.0 mask 255.255.255.0,High,90,95,Modified Routing configuration in 'network 10.113.30.0 mask 255.255.255.0',Validate routing adjacencies and routing table after deployment.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Routing,network 10.113.50.0 mask 255.255.255.0,Modified,961,  network 10.113.50.0 mask 255.255.255.0,network 10.113.50.0 mask 255.255.255.0,High,90,95,Modified Routing configuration in 'network 10.113.50.0 mask 255.255.255.0',Validate routing adjacencies and routing table after deployment.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Routing,network 10.120.30.0 mask 255.255.255.0,Modified,962,  network 10.120.30.0 mask 255.255.255.0,network 10.120.30.0 mask 255.255.255.0,High,90,95,Modified Routing configuration in 'network 10.120.30.0 mask 255.255.255.0',Validate routing adjacencies and routing table after deployment.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Routing,network 10.120.50.0 mask 255.255.255.0,Modified,963,  network 10.120.50.0 mask 255.255.255.0,network 10.120.50.0 mask 255.255.255.0,High,90,95,Modified Routing configuration in 'network 10.120.50.0 mask 255.255.255.0',Validate routing adjacencies and routing table after deployment.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Routing,network 10.121.30.0 mask 255.255.255.0,Modified,964,  network 10.121.30.0 mask 255.255.255.0,network 10.121.30.0 mask 255.255.255.0,High,90,95,Modified Routing configuration in 'network 10.121.30.0 mask 255.255.255.0',Validate routing adjacencies and routing table after deployment.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Routing,network 10.121.50.0 mask 255.255.255.0,Modified,965,  network 10.121.50.0 mask 255.255.255.0,network 10.121.50.0 mask 255.255.255.0,High,90,95,Modified Routing configuration in 'network 10.121.50.0 mask 255.255.255.0',Validate routing adjacencies and routing table after deployment.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Routing,network 10.122.30.0 mask 255.255.255.0,Modified,966,  network 10.122.30.0 mask 255.255.255.0,network 10.122.30.0 mask 255.255.255.0,High,90,95,Modified Routing configuration in 'network 10.122.30.0 mask 255.255.255.0',Validate routing adjacencies and routing table after deployment.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Routing,network 10.122.50.0 mask 255.255.255.0,Modified,967,  network 10.122.50.0 mask 255.255.255.0,network 10.122.50.0 mask 255.255.255.0,High,90,95,Modified Routing configuration in 'network 10.122.50.0 mask 255.255.255.0',Validate routing adjacencies and routing table after deployment.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Routing,network 10.123.30.0 mask 255.255.255.0,Modified,968,  network 10.123.30.0 mask 255.255.255.0,network 10.123.30.0 mask 255.255.255.0,High,90,95,Modified Routing configuration in 'network 10.123.30.0 mask 255.255.255.0',Validate routing adjacencies and routing table after deployment.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Routing,network 10.123.50.0 mask 255.255.255.0,Modified,969,  network 10.123.50.0 mask 255.255.255.0,network 10.123.50.0 mask 255.255.255.0,High,90,95,Modified Routing configuration in 'network 10.123.50.0 mask 255.255.255.0',Validate routing adjacencies and routing table after deployment.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Unknown,exit-address-family,Modified,970,  exit-address-family,exit-address-family,Unknown,0,50,Modified Unknown configuration in 'exit-address-family',Manual review recommended.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Unknown,ip prefix-list PL_CORP_SUBNETS seq 45 permit 10.110.90.0/24,Added,1006,,ip prefix-list PL_CORP_SUBNETS seq 45 permit 10.110.90.0/24,High,90,50,Added Unknown configuration in 'ip prefix-list PL_CORP_SUBNETS seq 45 permit 10.110.90.0/24',Validate ACL behavior to avoid unintended traffic impact.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Unknown,match ip address prefix-list PL_CORP_SUBNETS,Modified,1012, match ip address prefix-list PL_CORP_SUBNETS,match ip address prefix-list PL_CORP_SUBNETS,Unknown,0,50,Modified Unknown configuration in 'match ip address prefix-list PL_CORP_SUBNETS',Manual review recommended.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Unknown,set local-preference 200,Modified,1013, set local-preference 200,set local-preference 200,Unknown,0,50,Modified Unknown configuration in 'set local-preference 200',Manual review recommended.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Unknown,match ip address prefix-list PL_VOICE_SUBNETS,Modified,1015, match ip address prefix-list PL_VOICE_SUBNETS,match ip address prefix-list PL_VOICE_SUBNETS,Unknown,0,50,Modified Unknown configuration in 'match ip address prefix-list PL_VOICE_SUBNETS',Manual review recommended.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Unknown,set local-preference 250,Modified,1016, set local-preference 250,set local-preference 250,Unknown,0,50,Modified Unknown configuration in 'set local-preference 250',Manual review recommended.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Unknown,match ip address prefix-list PL_GUEST_SUBNETS,Modified,1018, match ip address prefix-list PL_GUEST_SUBNETS,match ip address prefix-list PL_GUEST_SUBNETS,Unknown,0,50,Modified Unknown configuration in 'match ip address prefix-list PL_GUEST_SUBNETS',Manual review recommended.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Unknown,set local-preference 100,Modified,1019, set local-preference 100,set local-preference 100,Unknown,0,50,Modified Unknown configuration in 'set local-preference 100',Manual review recommended.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Unknown,match ip address prefix-list PL_IOT_SUBNETS,Modified,1021, match ip address prefix-list PL_IOT_SUBNETS,match ip address prefix-list PL_IOT_SUBNETS,Unknown,0,50,Modified Unknown configuration in 'match ip address prefix-list PL_IOT_SUBNETS',Manual review recommended.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Unknown,set local-preference 80,Modified,1022, set local-preference 80,set local-preference 80,Unknown,0,50,Modified Unknown configuration in 'set local-preference 80',Manual review recommended.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Unknown,match ip address prefix-list PL_CORP_SUBNETS,Modified,1024, match ip address prefix-list PL_CORP_SUBNETS,match ip address prefix-list PL_CORP_SUBNETS,Unknown,0,50,Modified Unknown configuration in 'match ip address prefix-list PL_CORP_SUBNETS',Manual review recommended.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Unknown,match ip address prefix-list PL_VOICE_SUBNETS,Modified,1026, match ip address prefix-list PL_VOICE_SUBNETS,match ip address prefix-list PL_VOICE_SUBNETS,Unknown,0,50,Modified Unknown configuration in 'match ip address prefix-list PL_VOICE_SUBNETS',Manual review recommended.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Unknown,set as-path prepend 65000 65000,Modified,1027, set as-path prepend 65000 65000,set as-path prepend 65000 65000,Unknown,0,50,Modified Unknown configuration in 'set as-path prepend 65000 65000',Manual review recommended.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Unknown,match ip address prefix-list PL_CORP_SUBNETS,Modified,1029, match ip address prefix-list PL_CORP_SUBNETS,match ip address prefix-list PL_CORP_SUBNETS,Unknown,0,50,Modified Unknown configuration in 'match ip address prefix-list PL_CORP_SUBNETS',Manual review recommended.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Unknown,set local-preference 100,Modified,1030, set local-preference 100,set local-preference 100,Unknown,0,50,Modified Unknown configuration in 'set local-preference 100',Manual review recommended.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Unknown,match ip address prefix-list PL_VOICE_SUBNETS,Modified,1032, match ip address prefix-list PL_VOICE_SUBNETS,match ip address prefix-list PL_VOICE_SUBNETS,Unknown,0,50,Modified Unknown configuration in 'match ip address prefix-list PL_VOICE_SUBNETS',Manual review recommended.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Unknown,set local-preference 150,Modified,1033, set local-preference 150,set local-preference 150,Unknown,0,50,Modified Unknown configuration in 'set local-preference 150',Manual review recommended.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Unknown,match ip address prefix-list PL_GUEST_SUBNETS,Modified,1035, match ip address prefix-list PL_GUEST_SUBNETS,match ip address prefix-list PL_GUEST_SUBNETS,Unknown,0,50,Modified Unknown configuration in 'match ip address prefix-list PL_GUEST_SUBNETS',Manual review recommended.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Unknown,set local-preference 200,Modified,1036, set local-preference 200,set local-preference 200,Unknown,0,50,Modified Unknown configuration in 'set local-preference 200',Manual review recommended.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Unknown,match ip address prefix-list PL_IOT_SUBNETS,Modified,1038, match ip address prefix-list PL_IOT_SUBNETS,match ip address prefix-list PL_IOT_SUBNETS,Unknown,0,50,Modified Unknown configuration in 'match ip address prefix-list PL_IOT_SUBNETS',Manual review recommended.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Unknown,set local-preference 200,Modified,1039, set local-preference 200,set local-preference 200,Unknown,0,50,Modified Unknown configuration in 'set local-preference 200',Manual review recommended.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Unknown,match ip address prefix-list PL_CORP_SUBNETS,Modified,1041, match ip address prefix-list PL_CORP_SUBNETS,match ip address prefix-list PL_CORP_SUBNETS,Unknown,0,50,Modified Unknown configuration in 'match ip address prefix-list PL_CORP_SUBNETS',Manual review recommended.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Unknown,set as-path prepend 65000 65000,Modified,1042, set as-path prepend 65000 65000,set as-path prepend 65000 65000,Unknown,0,50,Modified Unknown configuration in 'set as-path prepend 65000 65000',Manual review recommended.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Unknown,match ip address prefix-list PL_VOICE_SUBNETS,Modified,1044, match ip address prefix-list PL_VOICE_SUBNETS,match ip address prefix-list PL_VOICE_SUBNETS,Unknown,0,50,Modified Unknown configuration in 'match ip address prefix-list PL_VOICE_SUBNETS',Manual review recommended.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Security,permit tcp 10.0.0.0 0.255.255.255 any eq 80,Modified,1046, permit tcp 10.0.0.0 0.255.255.255 any eq 80,permit tcp 10.0.0.0 0.255.255.255 any eq 80,High,95,95,Modified Security configuration in 'permit tcp 10.0.0.0 0.255.255.255 any eq 80',Validate ACL behavior to avoid unintended traffic impact.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Security,permit tcp 10.0.0.0 0.255.255.255 any eq 443,Modified,1047, permit tcp 10.0.0.0 0.255.255.255 any eq 443,permit tcp 10.0.0.0 0.255.255.255 any eq 443,High,95,95,Modified Security configuration in 'permit tcp 10.0.0.0 0.255.255.255 any eq 443',Validate ACL behavior to avoid unintended traffic impact.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Security,permit tcp 10.0.0.0 0.255.255.255 any eq 22,Modified,1048, permit tcp 10.0.0.0 0.255.255.255 any eq 22,permit tcp 10.0.0.0 0.255.255.255 any eq 22,High,95,95,Modified Security configuration in 'permit tcp 10.0.0.0 0.255.255.255 any eq 22',Validate ACL behavior to avoid unintended traffic impact.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Security,permit udp 10.0.0.0 0.255.255.255 any eq 53,Modified,1049, permit udp 10.0.0.0 0.255.255.255 any eq 53,permit udp 10.0.0.0 0.255.255.255 any eq 53,High,95,95,Modified Security configuration in 'permit udp 10.0.0.0 0.255.255.255 any eq 53',Validate ACL behavior to avoid unintended traffic impact.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Security,permit udp 10.0.0.0 0.255.255.255 any eq 123,Modified,1050, permit udp 10.0.0.0 0.255.255.255 any eq 123,permit udp 10.0.0.0 0.255.255.255 any eq 123,High,95,95,Modified Security configuration in 'permit udp 10.0.0.0 0.255.255.255 any eq 123',Validate ACL behavior to avoid unintended traffic impact.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Security,permit icmp 10.0.0.0 0.255.255.255 any,Modified,1051, permit icmp 10.0.0.0 0.255.255.255 any,permit icmp 10.0.0.0 0.255.255.255 any,High,95,95,Modified Security configuration in 'permit icmp 10.0.0.0 0.255.255.255 any',Validate ACL behavior to avoid unintended traffic impact.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Security,permit tcp 10.110.20.0 0.0.0.255 any eq 80,Modified,1053, permit tcp 10.110.20.0 0.0.0.255 any eq 80,permit tcp 10.110.20.0 0.0.0.255 any eq 80,High,90,95,Modified Security configuration in 'permit tcp 10.110.20.0 0.0.0.255 any eq 80',Validate ACL behavior to avoid unintended traffic impact.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Security,permit tcp 10.110.20.0 0.0.0.255 any eq 443,Modified,1054, permit tcp 10.110.20.0 0.0.0.255 any eq 443,permit tcp 10.110.20.0 0.0.0.255 any eq 443,High,90,95,Modified Security configuration in 'permit tcp 10.110.20.0 0.0.0.255 any eq 443',Validate ACL behavior to avoid unintended traffic impact.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Security,permit tcp 10.111.20.0 0.0.0.255 any eq 80,Modified,1055, permit tcp 10.111.20.0 0.0.0.255 any eq 80,permit tcp 10.111.20.0 0.0.0.255 any eq 80,High,90,95,Modified Security configuration in 'permit tcp 10.111.20.0 0.0.0.255 any eq 80',Validate ACL behavior to avoid unintended traffic impact.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Security,permit tcp 10.111.20.0 0.0.0.255 any eq 443,Modified,1056, permit tcp 10.111.20.0 0.0.0.255 any eq 443,permit tcp 10.111.20.0 0.0.0.255 any eq 443,High,90,95,Modified Security configuration in 'permit tcp 10.111.20.0 0.0.0.255 any eq 443',Validate ACL behavior to avoid unintended traffic impact.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Security,permit tcp 10.112.20.0 0.0.0.255 any eq 80,Modified,1057, permit tcp 10.112.20.0 0.0.0.255 any eq 80,permit tcp 10.112.20.0 0.0.0.255 any eq 80,High,90,95,Modified Security configuration in 'permit tcp 10.112.20.0 0.0.0.255 any eq 80',Validate ACL behavior to avoid unintended traffic impact.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Security,permit tcp 10.112.20.0 0.0.0.255 any eq 443,Modified,1058, permit tcp 10.112.20.0 0.0.0.255 any eq 443,permit tcp 10.112.20.0 0.0.0.255 any eq 443,High,90,95,Modified Security configuration in 'permit tcp 10.112.20.0 0.0.0.255 any eq 443',Validate ACL behavior to avoid unintended traffic impact.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Security,permit tcp 10.113.20.0 0.0.0.255 any eq 80,Modified,1059, permit tcp 10.113.20.0 0.0.0.255 any eq 80,permit tcp 10.113.20.0 0.0.0.255 any eq 80,High,90,95,Modified Security configuration in 'permit tcp 10.113.20.0 0.0.0.255 any eq 80',Validate ACL behavior to avoid unintended traffic impact.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Security,permit tcp 10.113.20.0 0.0.0.255 any eq 443,Modified,1060, permit tcp 10.113.20.0 0.0.0.255 any eq 443,permit tcp 10.113.20.0 0.0.0.255 any eq 443,High,90,95,Modified Security configuration in 'permit tcp 10.113.20.0 0.0.0.255 any eq 443',Validate ACL behavior to avoid unintended traffic impact.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Security,permit tcp 10.120.20.0 0.0.0.255 any eq 80,Modified,1061, permit tcp 10.120.20.0 0.0.0.255 any eq 80,permit tcp 10.120.20.0 0.0.0.255 any eq 80,High,90,95,Modified Security configuration in 'permit tcp 10.120.20.0 0.0.0.255 any eq 80',Validate ACL behavior to avoid unintended traffic impact.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Security,permit tcp 10.120.20.0 0.0.0.255 any eq 443,Modified,1062, permit tcp 10.120.20.0 0.0.0.255 any eq 443,permit tcp 10.120.20.0 0.0.0.255 any eq 443,High,90,95,Modified Security configuration in 'permit tcp 10.120.20.0 0.0.0.255 any eq 443',Validate ACL behavior to avoid unintended traffic impact.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Security,permit tcp 10.121.20.0 0.0.0.255 any eq 80,Modified,1063, permit tcp 10.121.20.0 0.0.0.255 any eq 80,permit tcp 10.121.20.0 0.0.0.255 any eq 80,High,90,95,Modified Security configuration in 'permit tcp 10.121.20.0 0.0.0.255 any eq 80',Validate ACL behavior to avoid unintended traffic impact.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Security,permit tcp 10.121.20.0 0.0.0.255 any eq 443,Modified,1064, permit tcp 10.121.20.0 0.0.0.255 any eq 443,permit tcp 10.121.20.0 0.0.0.255 any eq 443,High,90,95,Modified Security configuration in 'permit tcp 10.121.20.0 0.0.0.255 any eq 443',Validate ACL behavior to avoid unintended traffic impact.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Security,permit tcp 10.122.20.0 0.0.0.255 any eq 80,Modified,1065, permit tcp 10.122.20.0 0.0.0.255 any eq 80,permit tcp 10.122.20.0 0.0.0.255 any eq 80,High,90,95,Modified Security configuration in 'permit tcp 10.122.20.0 0.0.0.255 any eq 80',Validate ACL behavior to avoid unintended traffic impact.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Security,permit tcp 10.122.20.0 0.0.0.255 any eq 443,Modified,1066, permit tcp 10.122.20.0 0.0.0.255 any eq 443,permit tcp 10.122.20.0 0.0.0.255 any eq 443,High,90,95,Modified Security configuration in 'permit tcp 10.122.20.0 0.0.0.255 any eq 443',Validate ACL behavior to avoid unintended traffic impact.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Security,permit tcp 10.123.20.0 0.0.0.255 any eq 80,Modified,1067, permit tcp 10.123.20.0 0.0.0.255 any eq 80,permit tcp 10.123.20.0 0.0.0.255 any eq 80,High,90,95,Modified Security configuration in 'permit tcp 10.123.20.0 0.0.0.255 any eq 80',Validate ACL behavior to avoid unintended traffic impact.
0c57f540-4ff4-406c-b9d4-1eb3c6327c7d,2026-07-24T08:15:30.341297,CE-Router-01,CE-Router-01,Security,permit tcp 10.123.20.0 0.0.0.255 any eq 443,Modified,1068, permit tcp 10.123.20.0 0.0.0.255 any eq 443,permit tcp 10.123.20.0 0.0.0.255 any eq 443,High,90,95,Modified Security configuration in 'permit tcp 10.123.20.0 0.0.0.255 any eq 443',Validate ACL behavior to avoid unintended traffic impact.
